bin,binBarcode,level,option1,option2,option3,productName,productType,quantity,shelf,sku,warehouse,expiration,lotName,minCost,avgCost,maxCost,price,committed,incoming
Rider,1778252234585,1,Size: 25 mm,,,AJR Sport Matte Black Prince of Wales Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPMBP25,Corro Trailer 1,,,41250,41250,41250,75000,0,0
Rider,1778252234585,1,Size: 35mm,,,AJR Sport Rubber Covered Block Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRCB35,Corro Trailer 1,,,50460,50460,50460,87000,0,0
Rider,1778252234585,1,Size: 15mm,,,AJR Sport Matte Black Round End Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPMBE15,Corro Trailer 1,,,46750,46750,46750,85000,0,0
Rider,1778252234585,1,Size: 30mm,,,AJR Sport UFO Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPUFO30,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,Size: 25mm,,,AJR Sport Smooth Rowel Spur Vertical,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPSRSV25,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,SIze: 35mm,,,AJR Sport Stainless Steel Roller Ball Vertical Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRBV35,Corro Trailer 1,,,37700,37700,37700,65000,0,0
Rider,1778252234585,1,Size: 35mm,,,AJR Sport TeffleX Horizontal Roller Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPTH35,Corro Trailer 1,,,50460,50460,50460,87000,0,0
Rider,1778252234585,1,SIze: 30mm,,,AJR Sport Stainless Steel Roller Ball Vertical Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRBV30,Corro Trailer 1,,,37700,37700,37700,65000,0,0
Rider,1778252234585,1,Size: 35mm,,,AJR Sport UFO Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPUFO35,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,Size: 35mm,,,AJR Sport Smooth Rowel Spur Vertical,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPSRSV35,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,SIze: 25mm,,,AJR Sport Stainless Steel Roller Ball Vertical Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRBV25,Corro Trailer 1,,,37700,37700,37700,65000,0,0
Rider,1778252234585,1,Size: 35mm,,,AJR Sport Stainless Steel Roller Ball Horizontal Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRBH035,Corro Trailer 1,,,37700,37700,37700,65000,0,0
Rider,1778252234585,1,Size: 30mm,,,AJR Sport Stainless Steel Roller Ball Horizontal Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRBH30,Corro Trailer 1,,,37700,37700,37700,65000,0,0
Rider,1778252234585,1,Size: 30mm,,,AJR Sport Smooth Rowel Spur Vertical,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPSRSV30,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,Size: 25mm,,,AJR Sport Smooth Rowel Horizontal Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRH25,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,Size: 35mm,,,AJR Sport Smooth Rowel Horizontal Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRH35,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,Size: 30mm,,,AJR Sport TeffleX Vertical Roller Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPTV30,Corro Trailer 1,,,50460,50460,50460,87000,0,0
Rider,1778252234585,1,Size: 30mm,,,AJR Sport Smooth Rowel Horizontal Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPRH30,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Rider,1778252234585,1,Size: 35mm,,,AJR Sport Stainless Steel Square End Spur (Block Design),Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPSSE35,Corro Trailer 1,,,49300,49300,49300,85000,0,0
Rider,1778252234585,1,Size: 25mm,,,AJR Sport TeffleX Horizontal Roller Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPTH25,Corro Trailer 1,,,50460,50460,50460,87000,0,0
Rider,1778252234585,1,Size: 25mm,,,AJR Sport Stainless Steel Square End Spur (Block Design),Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPSSE25,Corro Trailer 1,,,49300,49300,49300,85000,0,0
Rider,1778252234585,1,Size: 15mm,,,AJR Sport Stainless Steel Square End Spur (Block Design),Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPSSE15,Corro Trailer 1,,,49300,49300,49300,85000,0,0
Rider,1778252234585,1,Size: 25mm,,,AJR Sport UFO Spur,Tack & Equipment > Spurs & Straps > English Spurs,1,Eliot's Trailer,SPUFO25,Corro Trailer 1,,,46400,46400,46400,80000,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,"AJR Sport 4/8"" Flat Curb Rein - Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-003-C,Corro Trailer 1,,,71340,71340,71340,123000,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,"AJR Sport 4/8"" Flat Curb Rein - Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-003-F,Corro Trailer 1,,,71340,71340,71340,123000,0,0
Tack,1778180207021,1,Color: Brown,"Size: 135/53""",,AJR Sport Stirrup Leathers,Tack & Equipment > Stirrups & Leathers > Stirrup Leathers & Accessories,2,Eliot's Trailer,STIR-58- 135,Corro Trailer 1,,,124410,124410,124410,214500,0,0
Tack,1778180207021,1,Size: Cob,Color: Brown,,"AJR Sport 5/8"" Leather Rein with Inner Rubber Strip & Leather Grips - Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-005-C,Corro Trailer 1,,,84970,84970,84970,146500,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,AJR Sport Fancy Raised Laced Leather Rein - Hunter Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-009-C,Corro Trailer 1,,,107880,107880,107880,186000,0,0
Tack,1778180207021,1,Size: Full,Color: Brown,,"AJR Sport 5/8"" Leather Rein with Inner Rubber Strip & Leather Grips - Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-005-F,Corro Trailer 1,,,84970,84970,84970,146500,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,AJR Sport Fancy Raised Laced Leather Rein - Hunter Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-009-F,Corro Trailer 1,,,107880,107880,107880,186000,0,0
Tack,1778180207021,1,Color: Brown,"Size: 145/57""",,AJR Sport Stirrup Leathers,Tack & Equipment > Stirrups & Leathers > Stirrup Leathers & Accessories,2,Eliot's Trailer,STIR-58- 145,Corro Trailer 1,,,124410,124410,124410,214500,0,0
Tack,1778180207021,1,Color: Brown,"Size: 125/49""",,AJR Sport Stirrup Leathers,Tack & Equipment > Stirrups & Leathers > Stirrup Leathers & Accessories,2,Eliot's Trailer,STIR-58- 125,Corro Trailer 1,,,124410,124410,124410,214500,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,"AJR Sport 5/8"" Normal Rubber Reins - Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-011-C,Corro Trailer 1,,,105850,105850,105850,182500,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,AJR Sport Padded Drop Noseband - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,NSBD-035-F,Corro Trailer 1,,,73370,73370,73370,126500,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,AJR Sport Mexican Noseband without Rings - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,NSBD-036-F,Corro Trailer 1,,,95700,95700,95700,165000,0,0
Tack,1778180207021,1,Size: Full,Color: Brown,,AJR Sport Leather Covered Rope Double Noseband - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,NSBD-031-F,Corro Trailer 1,,,126440,126440,126440,218000,0,0
Tack,1778180207021,1,Size: Cob,Color: Brown,,AJR Sport Leather Covered Rope Double Noseband - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",0,Eliot's Trailer,NSBD-031-C,Corro Trailer 1,,,126440,126440,126440,218000,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,AJR Sport Mexican Noseband without Rings - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,NSBD-036-C,Corro Trailer 1,,,95700,95700,95700,165000,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,"AJR Sport 5/8"" Softy Leather Rein Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-061-F,Corro Trailer 1,,,139200,139200,139200,240000,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,AJR Sport Hackamore Headpiece with Throat Latch - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,ATT-066-C,Corro Trailer 1,,,101500,101500,101500,175000,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,AJR Sport 5/8 Softy Leather Rein with Leather Grip - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-059-C,Corro Trailer 1,,,142100,142100,142100,245000,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,AJR Sport Hackamore Headpiece with Throat Latch - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,ATT-066-F,Corro Trailer 1,,,101500,101500,101500,175000,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,AJR Sport 5/8 Softy Leather Rein with Leather Grip - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-059-F,Corro Trailer 1,,,142100,142100,142100,245000,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,"AJR Sport 5/8"" Softy Leather Rein Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-061-C,Corro Trailer 1,,,139200,139200,139200,240000,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,"AJR Sport 1"" Web Rein, Raised, with Stopper and Leather Grip - Jumper Collection","Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Reins",1,Eliot's Trailer,REIN-060-F,Corro Trailer 1,,,99760,99760,99760,172000,0,0
Tack,1778180207021,1,Color: Brown,Size: Full,,AJR Sport Hybrid Padded Noseband - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,NSBD-065F,Corro Trailer 1,,,144420,144420,144420,249000,0,0
Tack,1778180207021,1,Color: Brown,Size: Cob,,AJR Sport Hybrid Padded Noseband - Jumper Collection,"Tack & Equipment > Bridles, Headstalls & Reins > English Bridles & Reins > Bridle Accessories",1,Eliot's Trailer,NSBD-065C,Corro Trailer 1,,,144420,144420,144420,249000,0,0
Rider,1778252234585,1,Color: Beige,Size: 46,,Equiline Ernaek-W Women's High-Waist Knee Grip Breeches in Standard Weight B-Move,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC900-N09148W-005-48,Corro Trailer 1,,,195000,195000,195000,389000,0,0
Rider,1778252234585,1,Color: Beige,Size: 40,,Equiline Ernaek-W Women's High-Waist Knee Grip Breeches in Standard Weight B-Move,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC900-N09148W-005-40,Corro Trailer 1,,,195000,195000,195000,389000,0,0
Rider,1778252234585,1,Color: Beige,Size: 44,,Equiline Ernaek-W Women's High-Waist Knee Grip Breeches in Standard Weight B-Move,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC900-N09148W-005-44,Corro Trailer 1,,,195000,195000,195000,389000,0,0
Rider,1778252234585,1,Color: Beige,Size: 50,,Equiline Grafton B-MOVE - Men's Knee Patch Riding Breeches in B-Move Fabric,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC018-N08200-005-50,Corro Trailer 1,,,190000,190000,190000,379000,0,0
Rider,1778252234585,1,Color: Beige,Size: 46,,Equiline Grafton B-MOVE - Men's Knee Patch Riding Breeches in B-Move Fabric,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC018-N08200-005-46,Corro Trailer 1,,,190000,190000,190000,379000,0,0
Rider,1778252234585,1,Color: Beige,Size: 52,,Equiline Grafton B-MOVE - Men's Knee Patch Riding Breeches in B-Move Fabric,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC018-N08200-005-52,Corro Trailer 1,,,190000,190000,190000,379000,0,0
Rider,1778252234585,1,Color: Beige,Size: 48,,Equiline Grafton B-MOVE - Men's Knee Patch Riding Breeches in B-Move Fabric,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC018-N08200-005-48,Corro Trailer 1,,,190000,190000,190000,379000,0,0
Rider,1778252234585,1,Color: Beige,Size: 54,,Equiline Grafton B-MOVE - Men's Knee Patch Riding Breeches in B-Move Fabric,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,EC018-N08200-005-54,Corro Trailer 1,,,190000,190000,190000,379000,0,0
Rider,1778252234585,1,Color: White,Size: XS,,Equiline Lily - Women's Show Shirt in Technical Fabric,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,EC018-H00702-001-XS,Corro Trailer 1,,,107000,107000,107000,215000,0,0
Rider,1778252234585,1,Color: White,Size: M,,Equiline Lily - Women's Show Shirt in Technical Fabric,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,EC018-H00702-001-M,Corro Trailer 1,,,107000,107000,107000,215000,0,0
Rider,1778252234585,1,Color: White,Size: S,,Equiline Lily - Women's Show Shirt in Technical Fabric,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,EC018-H00702-001-S,Corro Trailer 1,,,107000,107000,107000,215000,0,0
First Aid,1778252086689,1,Size: 6.7 ounces,,,Corro Mud Fever Foam Cleanser,Horse Care > First Aid & Wellness > Wound Care & Topicals,4,Eliot's Trailer,MUDF6.7,Corro Trailer 1,,,16000,16000,16000,44990,0,27
Tack,1778180207021,1,Size: 135mm,,,AJR Sport Single Jointed Golden Ease Pelham Bit,Tack & Equipment > Bits > English Bits,1,Eliot's Trailer,PSJGE1138,Corro Trailer 1,,,72500,72500,72500,125000,0,0
Tack,1778180207021,1,Size: 135mm,,,AJR Sport Double Jointed Golden Ease Pelham Bit,Tack & Equipment > Bits > English Bits,1,Eliot's Trailer,PDJGE1129,Corro Trailer 1,,,78300,78300,78300,135000,0,0
Tack,1778180207021,1,Size: 135mm,,,AJR Sport Double Jointed Golden Ease D Bit,Tack & Equipment > Bits > English Bits,1,Eliot's Trailer,DDJGE5081,Corro Trailer 1,,,63800,63800,63800,110000,0,0
Rider,1778252234585,1,Color: Ivory,Size: XS,,Solid Citizen Coco Cap-sleeve Equestrian Show Shirt,Rider > Accessories & Apparel > Shirts,0,Eliot's Trailer,SolidCitizenCocoCapSleeveEquestrianShowShirt-Ivory-XS,Corro Trailer 1,,,0,0,0,150000,0,0
Rider,1778252234585,1,Color: Ivory,Size: M,,Solid Citizen Coco Cap-sleeve Equestrian Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenCocoCapSleeveEquestrianShowShirt-Ivory-M,Corro Trailer 1,,,0,0,0,150000,0,0
Rider,1778252234585,1,Color: Ivory,Size: S,,Solid Citizen Coco Cap-sleeve Equestrian Show Shirt,Rider > Accessories & Apparel > Shirts,0,Eliot's Trailer,SolidCitizenCocoCapSleeveEquestrianShowShirt-Ivory-S,Corro Trailer 1,,,0,0,0,150000,0,0
Rider,1778252234585,1,Color: Espresso,Size: S,,Solid Citizen Haley UV Riding Base-layer Turtleneck Sun-shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenHaleyUvRidingBaseLayerTurtleneckSunShirt-Espresso-S,Corro Trailer 1,,,0,0,0,130000,0,0
Rider,1778252234585,1,Color: Espresso,Size: L,,Solid Citizen Haley UV Riding Base-layer Turtleneck Sun-shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenHaleyUvRidingBaseLayerTurtleneckSunShirt-Espresso-L,Corro Trailer 1,,,0,0,0,130000,0,0
Rider,1778252234585,1,Color: Espresso,Size: M,,Solid Citizen Haley UV Riding Base-layer Turtleneck Sun-shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenHaleyUvRidingBaseLayerTurtleneckSunShirt-Espresso-M,Corro Trailer 1,,,0,0,0,130000,0,0
Rider,1778252234585,1,Color: Espresso,Size: XS,,Solid Citizen Haley UV Riding Base-layer Turtleneck Sun-shirt,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,SolidCitizenHaleyUvRidingBaseLayerTurtleneckSunShirt-Espresso-XS,Corro Trailer 1,,,0,0,0,130000,0,0
Rider,1778252234585,1,Color: Stone,Size: M,,Solid Citizen Haley UV Riding Base-layer Turtleneck Sun-shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenHaleyUvRidingBaseLayerTurtleneckSunShirt-Stone-M,Corro Trailer 1,,,0,0,0,130000,0,0
Rider,1778252234585,1,Color: Stone,Size: XS,,Solid Citizen Haley UV Riding Base-layer Turtleneck Sun-shirt,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,SolidCitizenHaleyUvRidingBaseLayerTurtleneckSunShirt-Stone-XS,Corro Trailer 1,,,0,0,0,130000,0,0
Rider,1778252234585,1,Color: Stone,Size: L,,Solid Citizen Haley UV Riding Base-layer Turtleneck Sun-shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenHaleyUvRidingBaseLayerTurtleneckSunShirt-Stone-L,Corro Trailer 1,,,0,0,0,130000,0,0
Rider,1778252234585,1,Color: Navy,Size: XS,,Solid Citizen Isabel 2.0 Long-sleeve Equestrian Show Shirt,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,SolidCitizenIsabel20LongSleeveEquestrianShowShirt-Navy-XS,Corro Trailer 1,,,0,0,0,140000,0,0
Rider,1778252234585,1,Color: Navy,Size: L,,Solid Citizen Isabel 2.0 Long-sleeve Equestrian Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenIsabel20LongSleeveEquestrianShowShirt-Navy-L,Corro Trailer 1,,,0,0,0,140000,0,0
Rider,1778252234585,1,Color: Navy,Size: S,,Solid Citizen Isabel 2.0 Long-sleeve Equestrian Show Shirt,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,SolidCitizenIsabel20LongSleeveEquestrianShowShirt-Navy-S,Corro Trailer 1,,,0,0,0,140000,0,0
Rider,1778252234585,1,Color: Cinnamon,Size: M,,Solid Citizen Jessica II Gingham Equestrian Button-Down Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenJessicaIiGinghamEquestrianButtonDownShirt-Cinnamon-M,Corro Trailer 1,,,0,0,0,145000,0,0
Rider,1778252234585,1,Color: Cinnamon,Size: L,,Solid Citizen Jessica II Gingham Equestrian Button-Down Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenJessicaIiGinghamEquestrianButtonDownShirt-Cinnamon-L,Corro Trailer 1,,,0,0,0,145000,0,0
Rider,1778252234585,1,Color: Cinnamon,Size: XS,,Solid Citizen Jessica II Gingham Equestrian Button-Down Shirt,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,SolidCitizenJessicaIiGinghamEquestrianButtonDownShirt-Cinnamon-XS,Corro Trailer 1,,,0,0,0,145000,0,0
Rider,1778252234585,1,Color: Brown,Size: L,,Solid Citizen Parker Cropped Equestrian Sweater,Rider > Accessories & Apparel > Jackets,1,Eliot's Trailer,SolidCitizenParkerCroppedEquestrianSweater-Brown-L,Corro Trailer 1,,,0,0,0,388000,0,0
Rider,1778252234585,1,Color: Navy,Size: M,,Solid Citizen Isabel 2.0 Long-sleeve Equestrian Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenIsabel20LongSleeveEquestrianShowShirt-Navy-M,Corro Trailer 1,,,0,0,0,140000,0,0
Rider,1778252234585,1,Size: Large,Color: Slate Blue,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001191,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Color: Hunter Green,Size: Large,,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1,Eliot's Trailer,1000000001282,Corro Trailer 1,,,250000,250000,250000,580000,0,0
Rider,1778252234585,1,Color: Hunter Green,Size: Medium,,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1,Eliot's Trailer,1000000001281,Corro Trailer 1,,,250000,250000,250000,580000,0,0
Rider,1778252234585,1,Color: Slate Blue,Size: Small,,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1,Eliot's Trailer,1000000001266,Corro Trailer 1,,,250000,250000,250000,580000,0,0
Rider,1778252234585,1,Color: Slate Blue,Size: Medium,,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1,Eliot's Trailer,1000000001267,Corro Trailer 1,,,250000,250000,250000,580000,0,0
Rider,1778252234585,1,Color: Slate Blue,Size: XS,,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1,Eliot's Trailer,1000000001265,Corro Trailer 1,,,250000,250000,250000,580000,0,0
Rider,1778252234585,1,Color: Slate Blue,Size: Large,,Yagya Performance Show Jacket,Rider > Accessories & Apparel > Jackets,1,Eliot's Trailer,1000000001268,Corro Trailer 1,,,250000,250000,250000,580000,0,0
Rider,1778252234585,1,Size: S,,,Equiline Isabel - Women's Show Shirt in Technical Fabric,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,EC018-H00504-001,Corro Trailer 1,,,49500,49500,49500,99000,0,0
Rider,1778252234585,1,Color: White,Size: XS,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,6596d5ce0b755-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: Black,Size: XS,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,sku-47110139576611-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: White,Size: M,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,6596d5ce0b759-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: Black,Size: M,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,6596d5c923cd8-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: Aubergine,Size: L,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,sku-53634206531875-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: Black,Size: XL,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,6596d5cc5e407-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: Aubergine,Size: XL,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,sku-53634206564643-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: Black,Size: S,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,6596d5cab0b72-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
Rider,1778252234585,1,Color: Aubergine,Size: S,,Equisite Alesia Long Sleeve Mockneck Officially Licensed FEI™ World Cup™ Finals Fort Worth 2026 Merchandise,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,sku-53634206466339-FEI,Corro Trailer 1,,,55000,55000,55000,110000,0,0
